id_lote,lote,id_t_id,id_marca,id_tipo
6486,G80V76K48M54L53J80T71,6486,3,1
6487,G80V76K48M54L54J80T71,6487,20,1
6488,G80V76K48M54L55J80T71,6488,23,1
6489,G80V76K48M54L56J80T71,6489,35,1
6490,G80V76K48M54L57J80T71,6490,23,1
6491,G80V76K48M54M46V78M,6491,6,1
6492,G80V76K48M54M48J80T71,6492,29,1
6493,G80V76K48M54M49J80T71,6493,23,1
6494,G80V76K48M54M50J80T71,6494,10,1
6495,G80V76K48M54M51J80T71,6495,28,1
6496,G80V76K48M54M52J80T71,6496,35,1
6497,G80V76K48M54M53J80T71,6497,3,1
6498,G80V76K48M54M54J80T71,6498,30,1
6499,G80V76K48M54M55J80T71,6499,19,1
6500,G80V76K48M54M56J80T71,6500,2,1
6501,G80V76K48M54M57J80T71,6501,33,1
6502,G80V76K48M54N46V78M,6502,15,1
6503,G80V76K48M54N48J80T71,6503,1,1
6504,G80V76K48M54N49J80T71,6504,3,1
6505,G80V76K48M54N50J80T71,6505,12,1
6506,G80V76K48M54N51J80T71,6506,8,1
6507,G80V76K48M54N52J80T71,6507,25,1
6508,G80V76K48M54N53J80T71,6508,31,1
6509,G80V76K48M54N54J80T71,6509,13,1
6510,G80V76K48M54N55J80T71,6510,3,1
6511,G80V76K48M54N56J80T71,6511,26,1
6512,G80V76K48M54N57J80T71,6512,22,1
6513,G80V76K48M54O46V78M,6513,30,1
6514,G80V76K48M54O48J80T71,6514,29,1
6515,G80V76K48M54O49J80T71,6515,34,1
6516,G80V76K48M54O50J80T71,6516,26,1
6517,G80V76K48M54O51J80T71,6517,32,1
6518,G80V76K48M54O52J80T71,6518,3,1
6519,G80V76K48M54O53J80T71,6519,21,1
6520,G80V76K48M54O54J80T71,6520,28,1
6521,G80V76K48M54O55J80T71,6521,22,1
6522,G80V76K48M54O56J80T71,6522,14,1
6523,G80V76K48M54O57J80T71,6523,16,1
6524,G80V76K48M54P46V78M,6524,18,1
6525,G80V76K48M54P48J80T71,6525,8,1
6526,G80V76K48M54P49J80T71,6526,21,1
6527,G80V76K48M54P50J80T71,6527,23,1
6528,G80V76K48M54P51J80T71,6528,16,1
6529,G80V76K48M54P52J80T71,6529,24,1
6530,G80V76K48M54P53J80T71,6530,7,1
6531,G80V76K48M54P54J80T71,6531,3,1
6532,G80V76K48M54P55J80T71,6532,26,1
6533,G80V76K48M54P56J80T71,6533,31,1
6534,G80V76K48M54P57J80T71,6534,13,1
6535,G80V76K48M54Q46V78M,6535,31,1
6536,G80V76K48M54Q48J80T71,6536,31,1
6537,G80V76K48M54Q49J80T71,6537,5,1
6538,G80V76K48M54Q50J80T71,6538,35,1
6539,G80V76K48M54Q51J80T71,6539,22,1
6540,G80V76K48M54Q52J80T71,6540,16,1
6541,G80V76K48M54Q53J80T71,6541,10,1
6542,G80V76K48M54Q54J80T71,6542,17,1
6543,G80V76K48M54Q55J80T71,6543,4,1
6544,G80V76K48M54Q56J80T71,6544,7,1
6545,G80V76K48M54Q57J80T71,6545,14,1
6546,G80V76K48M54R46V78M,6546,16,1
6547,G80V76K48M54R48J80T71,6547,26,1
6548,G80V76K48M54R49J80T71,6548,3,1
6549,G80V76K48M54R50J80T71,6549,11,1
6550,G80V76K48M54R51J80T71,6550,2,1
6551,G80V76K48M54R52J80T71,6551,8,1
6552,G80V76K48M54R53J80T71,6552,7,1
6553,G80V76K48M54R54J80T71,6553,26,1
6554,G80V76K48M54R55J80T71,6554,6,1
6555,G80V76K48M54R56J80T71,6555,28,1
6556,G80V76K48M54R57J80T71,6556,12,1
6557,G80V76K48M54S46V78M,6557,27,1
6558,G80V76K48M54S48J80T71,6558,29,1
6559,G80V76K48M54S49J80T71,6559,6,1
6560,G80V76K48M54S50J80T71,6560,21,1
6561,G80V76K48M54S51J80T71,6561,25,1
6562,G80V76K48M54S52J80T71,6562,21,1
6563,G80V76K48M54S53J80T71,6563,11,1
6564,G80V76K48M54S54J80T71,6564,10,1
6565,G80V76K48M54S55J80T71,6565,10,1
6566,G80V76K48M54S56J80T71,6566,3,1
6567,G80V76K48M54S57J80T71,6567,28,1
6568,G80V76K48M54T46V78M,6568,26,1
6569,G80V76K48M54T48J80T71,6569,21,1
6570,G80V76K48M54T49J80T71,6570,16,1
6571,G80V76K48M54T50J80T71,6571,35,1
6572,G80V76K48M54T51J80T71,6572,4,1
6573,G80V76K48M54T52J80T71,6573,20,1
6574,G80V76K48M54T53J80T71,6574,31,1
6575,G80V76K48M54T54J80T71,6575,19,1
6576,G80V76K48M54T55J80T71,6576,10,1
6577,G80V76K48M54T56J80T71,6577,33,1
6578,G80V76K48M54T57J80T71,6578,28,1
6579,G80V76K48M54U46V78M,6579,1,1
6580,G80V76K48M54U48J80T71,6580,12,1
6581,G80V76K48M54U49J80T71,6581,13,1
6582,G80V76K48M54U50J80T71,6582,8,1
6583,G80V76K48M54U51J80T71,6583,33,1
6584,G80V76K48M54U52J80T71,6584,29,1
6585,G80V76K48M54U53J80T71,6585,13,1
6586,G80V76K48M54U54J80T71,6586,15,1
6587,G80V76K48M54U55J80T71,6587,2,1
6588,G80V76K48M54U56J80T71,6588,34,1
6589,G80V76K48M54U57J80T71,6589,6,1
6590,G80V76K48M55J80T71,6590,27,1
6591,G80V76K48M55L46V78M,6591,4,1
6592,G80V76K48M55L48J80T71,6592,23,1
6593,G80V76K48M55L49J80T71,6593,16,1
6594,G80V76K48M55L50J80T71,6594,17,1
6595,G80V76K48M55L51J80T71,6595,23,1
6596,G80V76K48M55L52J80T71,6596,18,1
6597,G80V76K48M55L53J80T71,6597,27,1
6598,G80V76K48M55L54J80T71,6598,29,1
6599,G80V76K48M55L55J80T71,6599,24,1
6600,G80V76K48M55L56J80T71,6600,34,1
6601,G80V76K48M55L57J80T71,6601,14,1
6602,G80V76K48M55M46V78M,6602,19,1
6603,G80V76K48M55M48J80T71,6603,31,1
6604,G80V76K48M55M49J80T71,6604,17,1
6605,G80V76K48M55M50J80T71,6605,22,1
6606,G80V76K48M55M51J80T71,6606,15,1
6607,G80V76K48M55M52J80T71,6607,15,1
6608,G80V76K48M55M53J80T71,6608,1,1
6609,G80V76K48M55M54J80T71,6609,9,1
6610,G80V76K48M55M55J80T71,6610,4,1
6611,G80V76K48M55M56J80T71,6611,9,1
6612,G80V76K48M55M57J80T71,6612,29,1
6613,G80V76K48M55N46V78M,6613,12,1
6614,G80V76K48M55N48J80T71,6614,8,1
6615,G80V76K48M55N49J80T71,6615,23,1
6616,G80V76K48M55N50J80T71,6616,19,1
6617,G80V76K48M55N51J80T71,6617,32,1
6618,G80V76K48M55N52J80T71,6618,14,1
6619,G80V76K48M55N53J80T71,6619,26,1
6620,G80V76K48M55N54J80T71,6620,29,1
6621,G80V76K48M55N55J80T71,6621,1,1
6622,G80V76K48M55N56J80T71,6622,16,1
6623,G80V76K48M55N57J80T71,6623,15,1
6624,G80V76K48M55O46V78M,6624,15,1
6625,G80V76K48M55O48J80T71,6625,21,1
6626,G80V76K48M55O49J80T71,6626,18,1
6627,G80V76K48M55O50J80T71,6627,11,1
6628,G80V76K48M55O51J80T71,6628,8,1
6629,G80V76K48M55O52J80T71,6629,26,1
6630,G80V76K48M55O53J80T71,6630,17,1
6631,G80V76K48M55O54J80T71,6631,6,1
6632,G80V76K48M55O55J80T71,6632,14,1
6633,G80V76K48M55O56J80T71,6633,30,1
6634,G80V76K48M55O57J80T71,6634,7,1
6635,G80V76K48M55P46V78M,6635,24,1
6636,G80V76K48M55P48J80T71,6636,17,1
6637,G80V76K48M55P49J80T71,6637,26,1
6638,G80V76K48M55P50J80T71,6638,4,1
6639,G80V76K48M55P51J80T71,6639,30,1
6640,G80V76K48M55P52J80T71,6640,5,1
6641,G80V76K48M55P53J80T71,6641,35,1
6642,G80V76K48M55P54J80T71,6642,18,1
6643,G80V76K48M55P55J80T71,6643,19,1
6644,G80V76K48M55P56J80T71,6644,17,1
6645,G80V76K48M55P57J80T71,6645,2,1
6646,G80V76K48M55Q46V78M,6646,11,1
6647,G80V76K48M55Q48J80T71,6647,2,1
6648,G80V76K48M55Q49J80T71,6648,20,1
6649,G80V76K48M55Q50J80T71,6649,22,1
6650,G80V76K48M55Q51J80T71,6650,33,1
6651,G80V76K48M55Q52J80T71,6651,34,1
6652,G80V76K48M55Q53J80T71,6652,11,1
6653,G80V76K48M55Q54J80T71,6653,29,1
6654,G80V76K48M55Q55J80T71,6654,28,1
6655,G80V76K48M55Q56J80T71,6655,20,1
6656,G80V76K48M55Q57J80T71,6656,29,1
6657,G80V76K48M55R46V78M,6657,11,1
6658,G80V76K48M55R48J80T71,6658,15,1
6659,G80V76K48M55R49J80T71,6659,30,1
6660,G80V76K48M55R50J80T71,6660,18,1
6661,G80V76K48M55R51J80T71,6661,9,1
6662,G80V76K48M55R52J80T71,6662,5,1
6663,G80V76K48M55R53J80T71,6663,1,1
6664,G80V76K48M55R54J80T71,6664,14,1
6665,G80V76K48M55R55J80T71,6665,32,1
6666,G80V76K48M55R56J80T71,6666,12,1
6667,G80V76K48M55R57J80T71,6667,20,1
6668,G80V76K48M55S46V78M,6668,34,1
6669,G80V76K48M55S48J80T71,6669,27,1
6670,G80V76K48M55S49J80T71,6670,2,1
6671,G80V76K48M55S50J80T71,6671,17,1
6672,G80V76K48M55S51J80T71,6672,11,1
6673,G80V76K48M55S52J80T71,6673,32,1
6674,G80V76K48M55S53J80T71,6674,16,1
6675,G80V76K48M55S54J80T71,6675,4,1
6676,G80V76K48M55S55J80T71,6676,9,1
6677,G80V76K48M55S56J80T71,6677,7,1
6678,G80V76K48M55S57J80T71,6678,20,1
6679,G80V76K48M55T46V78M,6679,13,1
6680,G80V76K48M55T48J80T71,6680,4,1
6681,G80V76K48M55T49J80T71,6681,14,1
6682,G80V76K48M55T50J80T71,6682,1,1
6683,G80V76K48M55T51J80T71,6683,12,1
6684,G80V76K48M55T52J80T71,6684,14,1
6685,G80V76K48M55T53J80T71,6685,27,1
6686,G80V76K48M55T54J80T71,6686,31,1
6687,G80V76K48M55T55J80T71,6687,8,1
6688,G80V76K48M55T56J80T71,6688,10,1
6689,G80V76K48M55T57J80T71,6689,16,1
6690,G80V76K48M55U46V78M,6690,20,1
6691,G80V76K48M55U48J80T71,6691,19,1
6692,G80V76K48M55U49J80T71,6692,29,1
6693,G80V76K48M55U50J80T71,6693,29,1
6694,G80V76K48M55U51J80T71,6694,10,1
6695,G80V76K48M55U52J80T71,6695,20,1
6696,G80V76K48M55U53J80T71,6696,6,1
6697,G80V76K48M55U54J80T71,6697,17,1
6698,G80V76K48M55U55J80T71,6698,21,1
6699,G80V76K48M55U56J80T71,6699,1,1
6700,G80V76K48M55U57J80T71,6700,29,1
6701,G80V76K48M56J80T71,6701,7,1
6702,G80V76K48M56L46V78M,6702,18,1
6703,G80V76K48M56L48J80T71,6703,10,1
6704,G80V76K48M56L49J80T71,6704,27,1
6705,G80V76K48M56L50J80T71,6705,27,1
6706,G80V76K48M56L51J80T71,6706,15,1
6707,G80V76K48M56L52J80T71,6707,33,1
6708,G80V76K48M56L53J80T71,6708,27,1
6709,G80V76K48M56L54J80T71,6709,26,1
6710,G80V76K48M56L55J80T71,6710,30,1
6711,G80V76K48M56L56J80T71,6711,15,1
6712,G80V76K48M56L57J80T71,6712,24,1
6713,G80V76K48M56M46V78M,6713,15,1
6714,G80V76K48M56M48J80T71,6714,23,1
6715,G80V76K48M56M49J80T71,6715,31,1
6716,G80V76K48M56M50J80T71,6716,5,1
6717,G80V76K48M56M51J80T71,6717,27,1
6718,G80V76K48M56M52J80T71,6718,35,1
6719,G80V76K48M56M53J80T71,6719,6,1
6720,G80V76K48M56M54J80T71,6720,31,1
6721,G80V76K48M56M55J80T71,6721,20,1
6722,G80V76K48M56M56J80T71,6722,26,1
6723,G80V76K48M56M57J80T71,6723,25,1
6724,G80V76K48M56N46V78M,6724,21,1
6725,G80V76K48M56N48J80T71,6725,4,1
6726,G80V76K48M56N49J80T71,6726,9,1
6727,G80V76K48M56N50J80T71,6727,32,1
6728,G80V76K48M56N51J80T71,6728,14,1
6729,G80V76K48M56N52J80T71,6729,2,1
6730,G80V76K48M56N53J80T71,6730,21,1
6731,G80V76K48M56N54J80T71,6731,33,1
6732,G80V76K48M56N55J80T71,6732,3,1
6733,G80V76K48M56N56J80T71,6733,8,1
6734,G80V76K48M56N57J80T71,6734,29,1
6735,G80V76K48M56O46V78M,6735,9,1
6736,G80V76K48M56O48J80T71,6736,15,1
6737,G80V76K48M56O49J80T71,6737,9,1
6738,G80V76K48M56O50J80T71,6738,4,1
6739,G80V76K48M56O51J80T71,6739,34,1
6740,G80V76K48M56O52J80T71,6740,23,1
6741,G80V76K48M56O53J80T71,6741,12,1
6742,G80V76K48M56O54J80T71,6742,17,1
6743,G80V76K48M56O55J80T71,6743,33,1
6744,G80V76K48M56O56J80T71,6744,31,1
6745,G80V76K48M56O57J80T71,6745,35,1
6746,G80V76K48M56P46V78M,6746,23,1
6747,G80V76K48M56P48J80T71,6747,10,1
6748,G80V76K48M56P49J80T71,6748,7,1
6749,G80V76K48M56P50J80T71,6749,16,1
6750,G80V76K48M56P51J80T71,6750,8,1
6751,G80V76K48M56P52J80T71,6751,13,1
6752,G80V76K48M56P53J80T71,6752,33,1
6753,G80V76K48M56P54J80T71,6753,30,1
6754,G80V76K48M56P55J80T71,6754,26,1
6755,G80V76K48M56P56J80T71,6755,20,1
6756,G80V76K48M56P57J80T71,6756,31,1
6757,G80V76K48M56Q46V78M,6757,32,1
6758,G80V76K48M56Q48J80T71,6758,6,1
6759,G80V76K48M56Q49J80T71,6759,5,1
6760,G80V76K48M56Q50J80T71,6760,29,1
6761,G80V76K48M56Q51J80T71,6761,13,1
6762,G80V76K48M56Q52J80T71,6762,31,1
6763,G80V76K48M56Q53J80T71,6763,17,1
6764,G80V76K48M56Q54J80T71,6764,25,1
6765,G80V76K48M56Q55J80T71,6765,30,1
6766,G80V76K48M56Q56J80T71,6766,10,1
6767,G80V76K48M56Q57J80T71,6767,30,1
6768,G80V76K48M56R46V78M,6768,4,1
6769,G80V76K48M56R48J80T71,6769,31,1
6770,G80V76K48M56R49J80T71,6770,9,1
6771,G80V76K48M56R50J80T71,6771,21,1
6772,G80V76K48M56R51J80T71,6772,35,1
6773,G80V76K48M56R52J80T71,6773,28,1
6774,G80V76K48M56R53J80T71,6774,5,1
6775,G80V76K48M56R54J80T71,6775,25,1
6776,G80V76K48M56R55J80T71,6776,4,1
6777,G80V76K48M56R56J80T71,6777,9,1
6778,G80V76K48M56R57J80T71,6778,12,1
6779,G80V76K48M56S46V78M,6779,11,1
6780,G80V76K48M56S48J80T71,6780,14,1
6781,G80V76K48M56S49J80T71,6781,19,1
6782,G80V76K48M56S50J80T71,6782,5,1
6783,G80V76K48M56S51J80T71,6783,17,1
6784,G80V76K48M56S52J80T71,6784,11,1
6785,G80V76K48M56S53J80T71,6785,11,1
6786,G80V76K48M56S54J80T71,6786,33,1
6787,G80V76K48M56S55J80T71,6787,13,1
6788,G80V76K48M56S56J80T71,6788,29,1
6789,G80V76K48M56S57J80T71,6789,19,1
6790,G80V76K48M56T46V78M,6790,14,1
6791,G80V76K48M56T48J80T71,6791,33,1
6792,G80V76K48M56T49J80T71,6792,14,1
6793,G80V76K48M56T50J80T71,6793,28,1
6794,G80V76K48M56T51J80T71,6794,24,1
6795,G80V76K48M56T52J80T71,6795,27,1
6796,G80V76K48M56T53J80T71,6796,33,1
6797,G80V76K48M56T54J80T71,6797,5,1
6798,G80V76K48M56T55J80T71,6798,6,1
6799,G80V76K48M56T56J80T71,6799,1,1
6800,G80V76K48M56T57J80T71,6800,10,1
6801,G80V76K48M56U46V78M,6801,4,1
6802,G80V76K48M56U48J80T71,6802,10,1
6803,G80V76K48M56U49J80T71,6803,5,1
6804,G80V76K48M56U50J80T71,6804,9,1
6805,G80V76K48M56U51J80T71,6805,4,1
6806,G80V76K48M56U52J80T71,6806,25,1
6807,G80V76K48M56U53J80T71,6807,12,1
6808,G80V76K48M56U54J80T71,6808,12,1
6809,G80V76K48M56U55J80T71,6809,5,1
6810,G80V76K48M56U56J80T71,6810,25,1
6811,G80V76K48M56U57J80T71,6811,3,1
6812,G80V76K48M57J80T71,6812,16,1
6813,G80V76K48M57L46V78M,6813,22,1
6814,G80V76K48M57L48J80T71,6814,20,1
6815,G80V76K48M57L49J80T71,6815,23,1
6816,G80V76K48M57L50J80T71,6816,34,1
6817,G80V76K48M57L51J80T71,6817,29,1
6818,G80V76K48M57L52J80T71,6818,1,1
6819,G80V76K48M57L53J80T71,6819,8,1
6820,G80V76K48M57L54J80T71,6820,21,1
6821,G80V76K48M57L55J80T71,6821,33,1
6822,G80V76K48M57L56J80T71,6822,5,1
6823,G80V76K48M57L57J80T71,6823,28,1
6824,G80V76K48M57M46V78M,6824,21,1
6825,G80V76K48M57M48J80T71,6825,7,1
6826,G80V76K48M57M49J80T71,6826,13,1
6827,G80V76K48M57M50J80T71,6827,34,1
6828,G80V76K48M57M51J80T71,6828,31,1
6829,G80V76K48M57M52J80T71,6829,20,1
6830,G80V76K48M57M53J80T71,6830,35,1
6831,G80V76K48M57M54J80T71,6831,32,1
6832,G80V76K48M57M55J80T71,6832,34,1
6833,G80V76K48M57M56J80T71,6833,28,1
6834,G80V76K48M57M57J80T71,6834,30,1
6835,G80V76K48M57N46V78M,6835,29,1
6836,G80V76K48M57N48J80T71,6836,29,1
6837,G80V76K48M57N49J80T71,6837,3,1
6838,G80V76K48M57N50J80T71,6838,10,1
6839,G80V76K48M57N51J80T71,6839,13,1
6840,G80V76K48M57N52J80T71,6840,33,1
6841,G80V76K48M57N53J80T71,6841,34,1
6842,G80V76K48M57N54J80T71,6842,33,1
6843,G80V76K48M57N55J80T71,6843,15,1
6844,G80V76K48M57N56J80T71,6844,30,1
6845,G80V76K48M57N57J80T71,6845,26,1
6846,G80V76K48M57O46V78M,6846,29,1
6847,G80V76K48M57O48J80T71,6847,13,1
6848,G80V76K48M57O49J80T71,6848,12,1
6849,G80V76K48M57O50J80T71,6849,2,1
6850,G80V76K48M57O51J80T71,6850,31,1
6851,G80V76K48M57O52J80T71,6851,29,1
6852,G80V76K48M57O53J80T71,6852,19,1
6853,G80V76K48M57O54J80T71,6853,20,1
6854,G80V76K48M57O55J80T71,6854,26,1
6855,G80V76K48M57O56J80T71,6855,21,1
6856,G80V76K48M57O57J80T71,6856,12,1
6857,G80V76K48M57P46V78M,6857,33,1
6858,G80V76K48M57P48J80T71,6858,9,1
6859,G80V76K48M57P49J80T71,6859,22,1
6860,G80V76K48M57P50J80T71,6860,13,1
6861,G80V76K48M57P51J80T71,6861,29,1
6862,G80V76K48M57P52J80T71,6862,16,1
6863,G80V76K48M57P53J80T71,6863,1,1
6864,G80V76K48M57P54J80T71,6864,4,1
6865,G80V76K48M57P55J80T71,6865,6,1
6866,G80V76K48M57P56J80T71,6866,19,1
6867,G80V76K48M57P57J80T71,6867,8,1
6868,G80V76K48M57Q46V78M,6868,10,1
6869,G80V76K48M57Q48J80T71,6869,9,1
6870,G80V76K48M57Q49J80T71,6870,6,1
6871,G80V76K48M57Q50J80T71,6871,4,1
6872,G80V76K48M57Q51J80T71,6872,3,1
6873,G80V76K48M57Q52J80T71,6873,7,1
6874,G80V76K48M57Q53J80T71,6874,26,1
6875,G80V76K48M57Q54J80T71,6875,14,1
6876,G80V76K48M57Q55J80T71,6876,17,1
6877,G80V76K48M57Q56J80T71,6877,27,1
6878,G80V76K48M57Q57J80T71,6878,34,1
6879,G80V76K48M57R46V78M,6879,29,1
6880,G80V76K48M57R48J80T71,6880,18,1
6881,G80V76K48M57R49J80T71,6881,6,1
6882,G80V76K48M57R50J80T71,6882,35,1
6883,G80V76K48M57R51J80T71,6883,11,1
6884,G80V76K48M57R52J80T71,6884,3,1
6885,G80V76K48M57R53J80T71,6885,21,1
6886,G80V76K48M57R54J80T71,6886,29,1
6887,G80V76K48M57R55J80T71,6887,31,1
6888,G80V76K48M57R56J80T71,6888,23,1
6889,G80V76K48M57R57J80T71,6889,21,1
6890,G80V76K48M57S46V78M,6890,30,1
6891,G80V76K48M57S48J80T71,6891,35,1
6892,G80V76K48M57S49J80T71,6892,34,1
6893,G80V76K48M57S50J80T71,6893,6,1
6894,G80V76K48M57S51J80T71,6894,18,1
6895,G80V76K48M57S52J80T71,6895,24,1
6896,G80V76K48M57S53J80T71,6896,24,1
6897,G80V76K48M57S54J80T71,6897,10,1
6898,G80V76K48M57S55J80T71,6898,17,1
6899,G80V76K48M57S56J80T71,6899,30,1
6900,G80V76K48M57S57J80T71,6900,34,1
6901,G80V76K48M57T46V78M,6901,18,1
6902,G80V76K48M57T48J80T71,6902,29,1
6903,G80V76K48M57T49J80T71,6903,27,1
6904,G80V76K48M57T50J80T71,6904,31,1
6905,G80V76K48M57T51J80T71,6905,10,1
6906,G80V76K48M57T52J80T71,6906,33,1
6907,G80V76K48M57T53J80T71,6907,14,1
6908,G80V76K48M57T54J80T71,6908,27,1
6909,G80V76K48M57T55J80T71,6909,28,1
6910,G80V76K48M57T56J80T71,6910,16,1
6911,G80V76K48M57T57J80T71,6911,17,1
6912,G80V76K48M57U46V78M,6912,31,1
6913,G80V76K48M57U48J80T71,6913,13,1
6914,G80V76K48M57U49J80T71,6914,20,1
6915,G80V76K48M57U50J80T71,6915,21,1
6916,G80V76K48M57U51J80T71,6916,24,1
6917,G80V76K48M57U52J80T71,6917,23,1
6918,G80V76K48M57U53J80T71,6918,1,1
6919,G80V76K48M57U54J80T71,6919,21,1
6920,G80V76K48M57U55J80T71,6920,21,1
6921,G80V76K48M57U56J80T71,6921,8,1
6922,G80V76K48M57U57J80T71,6922,13,1
6923,G80V76K48N46V78M,6923,24,1
6924,G80V76K48N48J80T71,6924,13,1
6925,G80V76K48N48L46V78M,6925,26,1
6926,G80V76K48N48L48J80T71,6926,11,1
6927,G80V76K48N48L49J80T71,6927,11,1
6928,G80V76K48N48L50J80T71,6928,4,1
6929,G80V76K48N48L51J80T71,6929,27,1
6930,G80V76K48N48L52J80T71,6930,3,1
6931,G80V76K48N48L53J80T71,6931,27,1
6932,G80V76K48N48L54J80T71,6932,30,1
6933,G80V76K48N48L55J80T71,6933,26,1
6934,G80V76K48N48L56J80T71,6934,14,1
6935,G80V76K48N48L57J80T71,6935,12,1
6936,G80V76K48N48M46V78M,6936,33,1
6937,G80V76K48N48M48J80T71,6937,22,1
6938,G80V76K48N48M49J80T71,6938,28,1
6939,G80V76K48N48M50J80T71,6939,32,1
6940,G80V76K48N48M51J80T71,6940,20,1
6941,G80V76K48N48M52J80T71,6941,6,1
6942,G80V76K48N48M53J80T71,6942,18,1
6943,G80V76K48N48M54J80T71,6943,1,1
6944,G80V76K48N48M55J80T71,6944,32,1
6945,G80V76K48N48M56J80T71,6945,26,1
6946,G80V76K48N48M57J80T71,6946,17,1
6947,G80V76K48N48N46V78M,6947,16,1
6948,G80V76K48N48N48J80T71,6948,33,1
6949,G80V76K48N48N49J80T71,6949,2,1
6950,G80V76K48N48N50J80T71,6950,30,1
6951,G80V76K48N48N51J80T71,6951,20,1
6952,G80V76K48N48N52J80T71,6952,17,1
6953,G80V76K48N48N53J80T71,6953,2,1
6954,G80V76K48N48N54J80T71,6954,17,1
6955,G80V76K48N48N55J80T71,6955,22,1
6956,G80V76K48N48N56J80T71,6956,24,1
6957,G80V76K48N48N57J80T71,6957,3,1
6958,G80V76K48N48O46V78M,6958,22,1
6959,G80V76K48N48O48J80T71,6959,21,1
6960,G80V76K48N48O49J80T71,6960,8,1
6961,G80V76K48N48O50J80T71,6961,26,1
6962,G80V76K48N48O51J80T71,6962,17,1
6963,G80V76K48N48O52J80T71,6963,1,1
6964,G80V76K48N48O53J80T71,6964,4,1
6965,G80V76K48N48O54J80T71,6965,28,1
6966,G80V76K48N48O55J80T71,6966,5,1
6967,G80V76K48N48O56J80T71,6967,7,1
6968,G80V76K48N48O57J80T71,6968,1,1
6969,G80V76K48N48P46V78M,6969,31,1
6970,G80V76K48N48P48J80T71,6970,18,1
6971,G80V76K48N48P49J80T71,6971,6,1
6972,G80V76K48N48P50J80T71,6972,17,1
6973,G80V76K48N48P51J80T71,6973,18,1
6974,G80V76K48N48P52J80T71,6974,21,1
6975,G80V76K48N48P53J80T71,6975,33,1
6976,G80V76K48N48P54J80T71,6976,11,1
6977,G80V76K48N48P55J80T71,6977,14,1
6978,G80V76K48N48P56J80T71,6978,7,1
6979,G80V76K48N48P57J80T71,6979,11,1
6980,G80V76K48N48Q46V78M,6980,1,1
6981,G80V76K48N48Q48J80T71,6981,33,1
6982,G80V76K48N48Q49J80T71,6982,21,1
6983,G80V76K48N48Q50J80T71,6983,35,1
6984,G80V76K48N48Q51J80T71,6984,14,1
6985,G80V76K48N48Q52J80T71,6985,35,1
6986,G80V76K48N48Q53J80T71,6986,18,1
6987,G80V76K48N48Q54J80T71,6987,5,1
6988,G80V76K48N48Q55J80T71,6988,30,1
6989,G80V76K48N48Q56J80T71,6989,20,1
6990,G80V76K48N48Q57J80T71,6990,13,1
6991,G80V76K48N48R46V78M,6991,21,1
6992,G80V76K48N48R48J80T71,6992,8,1
6993,G80V76K48N48R49J80T71,6993,23,1
6994,G80V76K48N48R50J80T71,6994,1,1
6995,G80V76K48N48R51J80T71,6995,16,1
6996,G80V76K48N48R52J80T71,6996,21,1
6997,G80V76K48N48R53J80T71,6997,6,1
6998,G80V76K48N48R54J80T71,6998,3,1
6999,G80V76K48N48R55J80T71,6999,22,1
7000,G80V76K48N48R56J80T71,7000,7,1
7001,G80V76K48N48R57J80T71,7001,35,1
7002,G80V76K48N48S46V78M,7002,29,1
7003,G80V76K48N48S48J80T71,7003,16,1
7004,G80V76K48N48S49J80T71,7004,28,1
7005,G80V76K48N48S50J80T71,7005,6,1
7006,G80V76K48N48S51J80T71,7006,18,1
7007,G80V76K48N48S52J80T71,7007,12,1
7008,G80V76K48N48S53J80T71,7008,25,1
7009,G80V76K48N48S54J80T71,7009,22,1
7010,G80V76K48N48S55J80T71,7010,26,1
7011,G80V76K48N48S56J80T71,7011,8,1
7012,G80V76K48N48S57J80T71,7012,10,1
7013,G80V76K48N48T46V78M,7013,8,1
7014,G80V76K48N48T48J80T71,7014,5,1
7015,G80V76K48N48T49J80T71,7015,16,1
7016,G80V76K48N48T50J80T71,7016,10,1
7017,G80V76K48N48T51J80T71,7017,27,1
7018,G80V76K48N48T52J80T71,7018,2,1
7019,G80V76K48N48T53J80T71,7019,5,1
7020,G80V76K48N48T54J80T71,7020,1,1
7021,G80V76K48N48T55J80T71,7021,7,1
7022,G80V76K48N48T56J80T71,7022,11,1
7023,G80V76K48N48T57J80T71,7023,29,1
7024,G80V76K48N48U46V78M,7024,31,1
7025,G80V76K48N48U48J80T71,7025,31,1
7026,G80V76K48N48U49J80T71,7026,19,1
7027,G80V76K48N48U50J80T71,7027,32,1
7028,G80V76K48N48U51J80T71,7028,13,1
7029,G80V76K48N48U52J80T71,7029,11,1
7030,G80V76K48N48U53J80T71,7030,13,1
7031,G80V76K48N48U54J80T71,7031,6,1
7032,G80V76K48N48U55J80T71,7032,1,1
7033,G80V76K48N48U56J80T71,7033,26,1
7034,G80V76K48N48U57J80T71,7034,11,1
7035,G80V76K48N49J80T71,7035,14,1
7036,G80V76K48N49L46V78M,7036,7,1
7037,G80V76K48N49L48J80T71,7037,14,1
7038,G80V76K48N49L49J80T71,7038,6,1
7039,G80V76K48N49L50J80T71,7039,2,1
7040,G80V76K48N49L51J80T71,7040,27,1
7041,G80V76K48N49L52J80T71,7041,2,1
7042,G80V76K48N49L53J80T71,7042,24,1
7043,G80V76K48N49L54J80T71,7043,29,1
7044,G80V76K48N49L55J80T71,7044,14,1
